55-D5-0B-3C,	858920081440025404,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-D4-C8-3C,	858920081440008252,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-F9-17-3C,	858920081442387772,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-B4-85-3C,	858920081437893948,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B_LJ
57-5D-81-3C,	858920081465745724,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-FA-0C-3C,	858920081442450492,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
50-BC-38-3C,	864919081354512444,	2019-07-17 06:23:53.677,HS_EL5102_1FM_60_00_A0_1675A
52-D4-E4-0B,	352732081389683723,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
52-24-A4-0B,	352731081378133003,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
52-E6-9B-0B,	352732081390844683,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
53-69-80-0B,	352732081399422987,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
52-DD-45-0B,	352732081390232843,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
52-EC-8F-0B,	352732081391234827,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
50-23-55-3D,	858920081344492861,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-F9-ED-3C,	858920081442442556,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
50-BA-60-3C,	864919081354391612,	2019-07-17 06:23:53.677,HS_EL5102_1FM_60_00_A0_1675A
55-B1-BF-3C,	858920081437712188,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-DA-29-3C,	858920081440360764,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
53-55-43-0B,	352732081398096651,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-B5-83-3C,	858920081437958972,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-FA-34-3C,	858920081442460732,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
57-5C-EE-3C,	858920081465708092,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
52-EF-C0-0B,	352732081391443979,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
53-03-B9-0B,	352732081392752907,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
54-75-4A-0B,	352732081416972811,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
53-6C-14-0B,	352732081399591947,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
52-CB-E2-0B,	352732081389093387,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-94-F4-3C,	858920081435825212,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
52-31-15-0B,	352731081378948363,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-C3-98-3C,	858920081438881852,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-BA-E6-3C,	858920081438311996,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
56-79-CD-3C,	858920081450822972,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
56-E2-E0-0A,	352730081457709066,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-BF-5F-0B,	352733081438605067,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
53-34-B5-0B,	352732081395963147,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-99-F4-0B,	352733081436152843,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
52-F3-7E-0B,	352732081391689227,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
53-18-89-0B,	352732081394116875,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
53-1D-58-0B,	352732081394432011,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
53-01-90-0B,	352732081392611339,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-9E-2A-0B,	352733081436428811,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-B0-60-3C,	858920081437622332,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-B5-2E-3C,	858920081437937212,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
52-F4-96-0B,	352732081391760907,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
53-27-37-0B,	352732081395078923,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
53-1A-2E-0B,	352732081394224651,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-B2-DC-3C,	858920081437785148,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
52-21-A0-0A,	352729081377935370,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-D5-E6-3C,	858920081440081468,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-F6-4A-3C,	858920081442204220,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
52-E7-C7-0B,	352732081390921483,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
56-E6-A5-0B,	352733081457956107,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
52-CF-65-0B,	352732081389323531,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-B1-83-3C,	858920081437696828,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-D2-E7-3C,	858920081439885116,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-F6-79-3C,	858920081442216252,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-FC-CA-3C,	858920081442630204,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-AA-D4-3C,	858920081437258812,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-E9-15-3C,	858920081441338684,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
53-18-C2-0B,	352732081394131467,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
52-E8-28-0B,	352732081390946315,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
52-CD-91-0B,	352732081389203723,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-F3-74-3C,	858920081442018364,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-A7-C7-3C,	858920081437058876,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-FA-B1-3C,	858920081442492732,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
53-0C-76-0B,	352732081393325579,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
53-12-92-0B,	352732081393725963,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
54-BD-9C-09,	518726081421712393,	2017-08-29 15:50:42.247,HS_EL5102-0_F_V3-2
52-D8-BF-0B,	352732081389936395,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
52-D8-05-0B,	352732081389888779,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
53-34-83-0B,	352732081395950347,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-F4-B0-3C,	858920081442099260,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-F6-E0-3C,	858920081442242620,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
52-F1-C2-0B,	352732081391575563,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
53-1B-54-0B,	352732081394299915,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-BC-B0-3C,	858920081438429244,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
54-A9-29-0A,	352730081420372234,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-DF-23-3C,	858920081440686908,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-D9-87-3C,	858920081440319292,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
54-BE-1A-09,	518726081421744649,	2017-08-29 15:50:42.247,HS_EL5102-0_F_V3-2
52-F2-B7-0B,	352732081391638283,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
54-A9-13-0A,	352730081420366602,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
53-33-EE-0B,	352732081395912203,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
56-E2-B6-0A,	352730081457698314,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-94-3A-3C,	858920081435777596,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
57-FA-6B-3C,	858920081476029244,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-98-80-3C,	858920081436057660,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-F1-39-3C,	858920081441872188,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
53-6A-3B-0B,	352732081399470859,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
53-05-22-0B,	352732081392845323,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
53-6C-16-0B,	352732081399592459,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
52-22-B6-0A,	352729081378006538,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-D4-C1-3C,	858920081440006460,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
53-54-6F-0B,	352732081398042379,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
52-28-E1-0B,	352731081378410763,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-B0-0D-3C,	858920081437601084,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
50-40-A4-3D,	858920081346413629,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-F3-69-3C,	858920081442015548,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
54-BC-42-09,	518726081421623817,	2017-08-29 15:50:42.247,HS_EL5102-0_F_V3-2
53-5B-D8-0B,	352732081398528011,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
52-F5-02-0B,	352732081391788555,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
55-9B-12-0B,	352733081436226059,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
53-61-AC-0B,	352732081398909963,	2017-08-29 15:58:33.67,HS_EL5102-0_V2-4
50-21-44-3D,	858920081344357437,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
55-FC-9A-3C,	858920081442617916,	2019-07-17 06:23:53.677,HS_EL5102_1M_62_04_A0_1675B
